CONSECUTIVO;LETRA;CATALOG_KEY;NOMBRE;CAPITULO
12120;X;X18;CONTACTO CON OTROS METALES CALIENTES;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12121;X;X180;CONTACTO CON OTROS METALES CALIENTES, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12122;X;X181;CONTACTO CON OTROS METALES CALIENTES, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12123;X;X182;CONTACTO CON OTROS METALES CALIENTES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12124;X;X183;CONTACTO CON OTROS METALES CALIENTES, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12125;X;X184;CONTACTO CON OTROS METALES CALIENTES, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12126;X;X185;CONTACTO CON OTROS METALES CALIENTES, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12127;X;X186;CONTACTO CON OTROS METALES CALIENTES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12128;X;X187;CONTACTO CON OTROS METALES CALIENTES, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12129;X;X188;CONTACTO CON OTROS METALES CALIENTES, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12130;X;X189;CONTACTO CON OTROS METALES CALIENTES, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12131;X;X19;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12132;X;X190;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12133;X;X191;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12134;X;X192;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12135;X;X193;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12136;X;X194;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12137;X;X195;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12138;X;X196;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12139;X;X197;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12140;X;X198;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12141;X;X199;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12142;X;X20;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12143;X;X200;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12144;X;X201;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12145;X;X202;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12146;X;X203;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12147;X;X204;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12148;X;X205;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12149;X;X206;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12150;X;X207;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12151;X;X208;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12152;X;X209;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12153;X;X21;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12154;X;X210;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12155;X;X211;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12156;X;X212;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12157;X;X213;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12158;X;X214;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12159;X;X215;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12160;X;X216;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12161;X;X217;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12162;X;X218;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12163;X;X219;CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12164;X;X22;CONTACTO TRAUMÁTICO CON ESCORPIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12165;X;X220;CONTACTO TRAUMÁTICO CON ESCORPIÓN, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12166;X;X221;CONTACTO TRAUMÁTICO CON ESCORPIÓN, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12167;X;X222;CONTACTO TRAUMÁTICO CON ESCORPIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12168;X;X223;CONTACTO TRAUMÁTICO CON ESCORPIÓN, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12169;X;X224;CONTACTO TRAUMÁTICO CON ESCORPIÓN, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12170;X;X225;CONTACTO TRAUMÁTICO CON ESCORPIÓN, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12171;X;X226;CONTACTO TRAUMÁTICO CON ESCORPIÓN, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12172;X;X227;CONTACTO TRAUMÁTICO CON ESCORPIÓN, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12173;X;X228;CONTACTO TRAUMÁTICO CON ESCORPIÓN, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12174;X;X229;CONTACTO TRAUMÁTICO CON ESCORPIÓN, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12175;X;X23;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12176;X;X230;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12177;X;X231;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12178;X;X232;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12179;X;X233;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12180;X;X234;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12181;X;X235;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12182;X;X236;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12183;X;X237;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12184;X;X238;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12185;X;X239;CONTACTO TRAUMÁTICO CON AVISPONES, AVISPAS Y ABEJAS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12186;X;X24;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES);CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12187;X;X240;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12188;X;X241;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12189;X;X242;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12190;X;X243;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12191;X;X244;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12192;X;X245;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12193;X;X246;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12194;X;X247;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12195;X;X248;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12196;X;X249;CONTACTO TRAUMÁTICO CON CENTÍPODOS Y MIRIÁPODOS VENENOSOS (TROPICALES), LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12197;X;X25;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12198;X;X250;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12199;X;X251;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12200;X;X252;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12201;X;X253;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12202;X;X254;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12203;X;X255;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12204;X;X256;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12205;X;X257;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12206;X;X258;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12207;X;X259;CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12208;X;X26;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12209;X;X260;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12210;X;X261;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12211;X;X262;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12212;X;X263;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12213;X;X264;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12214;X;X265;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12215;X;X266;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12216;X;X267;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12217;X;X268;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12218;X;X269;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12219;X;X27;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12220;X;X270;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12221;X;X271;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12222;X;X272;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12223;X;X273;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12224;X;X274;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12225;X;X275;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12226;X;X276;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12227;X;X277;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12228;X;X278;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12229;X;X279;CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12230;X;X28;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12231;X;X280;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12232;X;X281;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12233;X;X282;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12234;X;X283;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12235;X;X284;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12236;X;X285;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12237;X;X286;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12238;X;X287;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12239;X;X288;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12240;X;X289;CONTACTO TRAUMÁTICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12241;X;X29;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12242;X;X290;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12243;X;X291;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12244;X;X292;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12245;X;X293;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12246;X;X294;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12247;X;X295;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12248;X;X296;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12249;X;X297;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12250;X;X298;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12251;X;X299;CONTACTO TRAUMÁTICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12252;X;X30;EXPOSICIÓN AL CALOR NATURAL EXCESIVO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12253;X;X300;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12254;X;X301;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12255;X;X302;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
