CONSECUTIVO;LETRA;CATALOG_KEY;NOMBRE;CAPITULO
12256;X;X303;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12257;X;X304;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12258;X;X305;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12259;X;X306;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12260;X;X307;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12261;X;X308;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12262;X;X309;EXPOSICIÓN AL CALOR NATURAL EXCESIVO, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12263;X;X31;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12264;X;X310;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12265;X;X311;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12266;X;X312;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12267;X;X313;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12268;X;X314;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12269;X;X315;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12270;X;X316;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12271;X;X317;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12272;X;X318;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12273;X;X319;EXPOSICIÓN AL FRÍO NATURAL EXCESIVO, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12274;X;X32;EXPOSICIÓN A RAYOS SOLARES;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12275;X;X320;EXPOSICIÓN A RAYOS SOLARES, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12276;X;X321;EXPOSICIÓN A RAYOS SOLARES, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12277;X;X322;EXPOSICIÓN A RAYOS SOLARES, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12278;X;X323;EXPOSICIÓN A RAYOS SOLARES, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12279;X;X324;EXPOSICIÓN A RAYOS SOLARES, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12280;X;X325;EXPOSICIÓN A RAYOS SOLARES, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12281;X;X326;EXPOSICIÓN A RAYOS SOLARES, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12282;X;X327;EXPOSICIÓN A RAYOS SOLARES, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12283;X;X328;EXPOSICIÓN A RAYOS SOLARES, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12284;X;X329;EXPOSICIÓN A RAYOS SOLARES, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12285;X;X33;VÍCTIMA DE RAYO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12286;X;X330;VÍCTIMA DE RAYO, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12287;X;X331;VÍCTIMA DE RAYO, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12288;X;X332;VÍCTIMA DE RAYO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12289;X;X333;VÍCTIMA DE RAYO, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12290;X;X334;VÍCTIMA DE RAYO, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12291;X;X335;VÍCTIMA DE RAYO, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12292;X;X336;VÍCTIMA DE RAYO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12293;X;X337;VÍCTIMA DE RAYO, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12294;X;X338;VÍCTIMA DE RAYO, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12295;X;X339;VÍCTIMA DE RAYO, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12296;X;X34;VÍCTIMA DE TERREMOTO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12297;X;X340;VÍCTIMA DE MOVIMIENTOS CATACLÍSMICOS DE LA TIERRA CAUSADOS POR TERREMOTO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12298;X;X341;VÍCTIMA DE TSUNAMI;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12299;X;X342;VÍCTIMA DE TERREMOTO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12300;X;X343;VÍCTIMA DE TERREMOTO, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12301;X;X344;VÍCTIMA DE TERREMOTO, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12302;X;X345;VÍCTIMA DE TERREMOTO, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12303;X;X346;VÍCTIMA DE TERREMOTO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12304;X;X347;VÍCTIMA DE TERREMOTO, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12305;X;X348;VÍCTIMA DE OTROS EFECTOS DE TERREMOTO ESPECIFICADOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12306;X;X349;VÍCTIMA DE EFECTOS DE TERREMOTO NO ESPECIFICADOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12307;X;X35;VÍCTIMA DE ERUPCIÓN VOLCÁNICA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12308;X;X350;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12309;X;X351;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12310;X;X352;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12311;X;X353;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12312;X;X354;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12313;X;X355;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12314;X;X356;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12315;X;X357;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12316;X;X358;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12317;X;X359;VÍCTIMA DE ERUPCIÓN VOLCÁNICA, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12318;X;X36;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12319;X;X360;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12320;X;X361;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12321;X;X362;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12322;X;X363;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12323;X;X364;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12324;X;X365;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, COMERCIO Y ÁREAS DE SERVICIO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12325;X;X366;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12326;X;X367;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12327;X;X368;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12328;X;X369;VÍCTIMA DE AVALANCHA, DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12329;X;X37;VÍCTIMA DE TORMENTA CATACLÍSMICA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12330;X;X370;VÍCTIMA DE TORMENTA CATACLÍSMICA, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12331;X;X371;VÍCTIMA DE TORMENTA CATACLÍSMICA, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12332;X;X372;VÍCTIMA DE TORMENTA CATACLÍSMICA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12333;X;X373;VÍCTIMA DE TORMENTA CATACLÍSMICA, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12334;X;X374;VÍCTIMA DE TORMENTA CATACLÍSMICA, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12335;X;X375;VÍCTIMA DE TORMENTA CATACLÍSMICA, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12336;X;X376;VÍCTIMA DE TORMENTA CATACLÍSMICA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12337;X;X377;VÍCTIMA DE TORMENTA CATACLÍSMICA, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12338;X;X378;VÍCTIMA DE TORMENTA CATACLÍSMICA, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12339;X;X379;VÍCTIMA DE TORMENTA CATACLÍSMICA, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12340;X;X38;VÍCTIMA DE INUNDACIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12341;X;X380;VÍCTIMA DE INUNDACIÓN, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12342;X;X381;VÍCTIMA DE INUNDACIÓN, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12343;X;X382;VÍCTIMA DE INUNDACIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12344;X;X383;VÍCTIMA DE INUNDACIÓN, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12345;X;X384;VÍCTIMA DE INUNDACIÓN, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12346;X;X385;VÍCTIMA DE INUNDACIÓN, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12347;X;X386;VÍCTIMA DE INUNDACIÓN, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12348;X;X387;VÍCTIMA DE INUNDACIÓN, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12349;X;X388;VÍCTIMA DE INUNDACIÓN, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12350;X;X389;VÍCTIMA DE INUNDACIÓN, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12351;X;X39;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12352;X;X390;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12353;X;X391;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12354;X;X392;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12355;X;X393;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12356;X;X394;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12357;X;X395;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12358;X;X396;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12359;X;X397;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12360;X;X398;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12361;X;X399;EXPOSICIÓN A OTRAS FUERZAS DE LA NATURALEZA, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12362;X;X40;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12363;X;X400;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12364;X;X401;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12365;X;X402;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12366;X;X403;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12367;X;X404;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12368;X;X405;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12369;X;X406;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12370;X;X407;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12371;X;X408;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12372;X;X409;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A ANALGÉSICOS NO NARCÓTICOS, ANTIPIRÉTICOS Y ANTIRREUMÁTICOS, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12373;X;X41;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12374;X;X410;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12375;X;X411;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12376;X;X412;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12377;X;X413;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, ÁREAS DE DEPORTE Y ATLETISMO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12378;X;X414;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, CALLES Y CARRETERAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12379;X;X415;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, COMERCIO Y ÁREA DE SERVICIOS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12380;X;X416;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12381;X;X417;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, GRANJA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12382;X;X418;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12383;X;X419;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DROGAS ANTIEPILÉPTICAS, SEDANTES, HIPNÓTICAS, ANTIPARKINSONIANAS Y PSICOTRÓPICAS, NO CLASIFICADAS EN OTRA PARTE, LUGAR NO ESPECIFICADO;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12384;X;X42;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12385;X;X420;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, VIVIENDA;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12386;X;X421;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, INSTITUCIÓN RESIDENCIAL;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
12387;X;X422;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A NARCÓTICOS Y PSICODISLÉPTICOS [ALUCINÓGENOS], NO CLASIFICADOS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS;CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD
